55.000	    50.000
60.000	    50.000
65.000	    50.000
70.000	    50.000
75.000	    50.000
80.000	    50.000
85.000	    50.000
90.000	    50.000
95.000	    50.000
100.000	    50.000
105.000	    50.000
110.000	    50.000
115.000	    50.000
120.000	    50.000
125.000	    50.000
130.000	    50.000
135.000	    50.000
140.000	    50.000
145.000	    50.000
150.000	    50.000
155.000	    50.000
160.000	    50.000
165.000	    50.000
170.000	    50.000
175.000	    50.000
180.000	    50.000
185.000	    50.000
190.000	    50.000
195.000	    50.000
200.000	    50.000
205.000	    50.000
210.000	    50.000
215.000	    50.000
220.000	    50.000
225.000	    50.000
230.000	    50.000
235.000	    50.000
240.000	    50.000
245.000	    50.000
250.000	    50.000
255.000	    50.000
260.000	    50.000
265.000	    50.000
270.000	    50.000
275.000	    50.000
280.000	    50.000
285.000	    50.000
290.000	    50.000
295.000	    50.000
300.000	    50.000
305.000	    50.000
310.000	    50.000
315.000	    50.000
320.000	    50.000
325.000	    50.000
330.000	    50.000
335.000	    50.000
340.000	    50.000
345.000	    50.000
350.000	    50.000
355.000	    50.000
360.000	    50.000
365.000	    50.000
370.000	    50.000
375.000	    50.000
380.000	    50.000
385.000	    50.000
390.000	    50.000
395.000	    50.000
400.000	    50.000
405.000	    50.000
410.000	    50.000
415.000	    50.000
420.000	    50.000
425.000	    50.000
430.000	    50.000
435.000	    50.000
440.000	    50.000
445.000	    50.000
450.000	    50.000
455.000	    50.000
460.000	    50.000
465.000	    50.000
470.000	    50.000
475.000	    50.000
480.000	    50.000
485.000	    50.000
490.000	    50.000
495.000	    50.000
500.000	    50.000
505.000	    50.000
510.000	    50.000
515.000	    50.000
520.000	    50.000
525.000	    50.000
530.000	    50.000
535.000	    50.000
540.000	    50.000
545.000	    50.000
550.000	    50.000
555.000	    50.000
560.000	    50.000
565.000	    50.000
570.000	    50.000
575.000	    50.000
580.000	    50.000
585.000	    50.000
590.000	    50.000
595.000	    50.000
600.000	    50.000
605.000	    50.000
610.000	    50.000
615.000	    50.000
620.000	    50.000
625.000	    50.000
630.000	    50.000
635.000	    50.000
640.000	    50.000
645.000	    50.000
650.000	    50.000
655.000	    50.000
660.000	    50.000
665.000	    50.000
670.000	    50.000
675.000	    50.000
680.000	    50.000
685.000	    50.000
690.000	    50.000
695.000	    50.000
700.000	    50.000
705.000	    50.000
710.000	    50.000
715.000	    50.000
720.000	    50.000
725.000	    50.000
730.000	    50.000
735.000	    50.000
740.000	    50.000
745.000	    50.000
750.000	    50.000
755.000	    50.000
760.000	    50.000
765.000	    50.000
770.000	    50.000
775.000	    50.000
780.000	    50.000
785.000	    50.000
790.000	    50.000
795.000	    50.000
800.000	    50.000
805.000	    50.000
810.000	    50.000
815.000	    50.000
820.000	    50.000
825.000	    50.000
830.000	    50.000
835.000	    50.000
840.000	    50.000
845.000	    50.000
850.000	    50.000
855.000	    50.000
860.000	    50.000
865.000	    50.000
870.000	    50.000
875.000	    50.000
880.000	    50.000
885.000	    50.000
890.000	    50.000
895.000	    50.000
900.000	    50.000
905.000	    50.000
910.000	    50.000
915.000	    50.000
920.000	    50.000
925.000	    50.000
930.000	    50.000
935.000	    50.000
940.000	    50.000
945.000	    50.000
950.000	    50.000
955.000	    50.000
960.000	    50.000
965.000	    50.000
970.000	    50.000
975.000	    50.000
980.000	    50.000
985.000	    50.000
990.000	    50.000
995.000	    50.000
1000.000	50.000
1005.000	50.000
1010.000	50.000
1015.000	50.000
1020.000	50.000
1025.000	50.000
1030.000	50.000
1035.000	50.000
1040.000	50.000
1045.000	50.000
1050.000	50.000
1055.000	50.000
1060.000	50.000
1065.000	50.000
1070.000	50.000
1075.000	50.000
1080.000	50.000
1085.000	50.000
1090.000	50.000
1095.000	50.000
1100.000	50.000
1105.000	50.000
1110.000	50.000
1115.000	50.000
1120.000	50.000
1125.000	50.000
1130.000	50.000
1135.000	50.000
1140.000	50.000
1145.000	50.000
1150.000	50.000
1155.000	50.000
1160.000	50.000
1165.000	50.000
1170.000	50.000
1175.000	50.000
1180.000	50.000
1185.000	50.000
1190.000	50.000
1195.000	50.000
1200.000	50.000
1205.000	50.000
1210.000	50.000
1215.000	50.000
1220.000	50.000
1225.000	50.000
1230.000	50.000
1235.000	50.000
1240.000	50.000
1245.000	50.000
1250.000	50.000
1255.000	50.000
1260.000	50.000
1265.000	50.000
1270.000	50.000
1275.000	50.000
1280.000	50.000
1285.000	50.000
1290.000	50.000
1295.000	50.000
1300.000	50.000
1305.000	50.000
1310.000	50.000
1315.000	50.000
1320.000	50.000
1325.000	50.000
1330.000	50.000
1335.000	50.000
1340.000	50.000
1345.000	50.000
1350.000	50.000
1355.000	50.000
1360.000	50.000
1365.000	50.000
1370.000	50.000
1375.000	50.000
1380.000	50.000
1385.000	50.000
1390.000	50.000
1395.000	50.000
1400.000	50.000
1405.000	50.000
1410.000	50.000
1415.000	50.000
1420.000	50.000
1425.000	50.000
1430.000	50.000
1435.000	50.000
1440.000	50.000
1445.000	50.000
1450.000	50.000
1455.000	50.000
1460.000	50.000
1465.000	50.000
1470.000	50.000
1475.000	50.000
1480.000	50.000
1485.000	50.000
1490.000	50.000
1495.000	50.000
1500.000	50.000
1505.000	50.000
1510.000	50.000
1515.000	50.000
1520.000	50.000
1525.000	50.000
1530.000	50.000
1535.000	50.000
1540.000	50.000
1545.000	50.000
1550.000	50.000
1555.000	50.000
1560.000	50.000
1565.000	50.000
1570.000	50.000
1575.000	50.000
